ano,id_inscrito,responsavel,nome_responsavel,titulo_livro,isbn,genero_livro,nome_pais_primeira_edicao,tipo_publicacao,autor_nome,autor_genero,autor_idade,autor_nome_pais,autor_nacionalidade,autor_indicador_atividade_economica_principal,autor_educacao_formal,autor_indicador_publicacao_outras_obras,autor_quantidade_obras_publicadas,editora_nome,editora_pais_origem,editora_local_sede,editora_ano_criacao,editora_linha_predominante,editora_canal_distribuicao,editora_tiragem_edicao,editora_financiamento_edicao,editora_grupo_financiamento,editora_site,indicador_outras_edicoes,outras_edicoes_nome_editora,outras_edicoes_ano_publicacao,outras_edicoes_nome_pais,indicador_semifinalista,indicador_finalista,indicador_vencedor
2022,202200040-149,Editora,Eduardo Lacerda ,Logo atrás da aurora,9786558641407,Conto,Brasil,"Livro em papel, impresso industrialmente",Moreira Matagrande,Masculino,de 20 a 30 anos,Brasil,Brasileira,,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-150,Editora,Eduardo Lacerda ,Flores roxas,9786558641247,Poesia,Brasil,"Livro em papel, impresso industrialmente",Viviane De Paula,Feminino,de 30 a 40 anos,Brasil,Brasileira,,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-151,Editora,Eduardo Lacerda ,Arte nova,9786558640615,Poesia,Brasil,"Livro em papel, impresso industrialmente",Wladimir Saldanha,Masculino,de 40 a 50 anos,Brasil,Brasileira,Não,Graduação,false,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-152,Editora,Eduardo Lacerda ,Cantos dos infernos,9786558642381,Poesia,Brasil,"Livro em papel, impresso industrialmente",Yuri Martinsfontes,Masculino,de 40 a 50 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-153,Editora,Eduardo Lacerda ,Grande casa à beira da estrada,9786558642244,Romance,Brasil,"Livro em papel, impresso industrialmente",Sallie Oliveira,Masculino,de 20 a 30 anos,Brasil,Brasileira,Não,Graduação,false,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-154,Editora,Eduardo Lacerda ,Os possessos,9786558642176,Romance,Brasil,"Livro em papel, impresso industrialmente",Leonardo Almeida Filho,Masculino,de 60 a 70 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-155,Editora,Eduardo Lacerda ,Versos de amor e despedida,9786558642398,Poesia,Brasil,"Livro em papel, impresso industrialmente",Bruna Ramos Da Fonte,Feminino,de 40 a 50 anos,Brasil,Brasileira,Não,Graduação,false,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-156,Editora,Eduardo Lacerda ,Me interessa essa tua travessia,9786558641070,Poesia,Brasil,"Livro em papel, impresso industrialmente",Ana Cecilia Cunha,Feminino,de 20 a 30 anos,Brasil,Brasileira,Não,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-157,Editora,Eduardo Lacerda ,Novo quarentempo,9786558641766,Poesia,Brasil,"Livro em papel, impresso industrialmente",Augusto Dias,Masculino,de 50 a 60 anos,Brasil,Brasileira,Não,Graduação,false,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-158,Editora,Eduardo Lacerda ,Armadura Lírica,9786558640752,Poesia,Brasil,"Livro em papel, impresso industrialmente",Bruna Baldez,Feminino,de 30 a 40 anos,Brasil,Brasileira,Não,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-159,Editora,Eduardo Lacerda ,Peças de um quebra-cabeça que não dá pra montar,9786558641025,Dramaturgia,Brasil,"Livro em papel, impresso industrialmente",Hulle Horranna,Feminino,de 20 a 30 anos,Brasil,Brasileira,Não,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-161,Editora,Eduardo Lacerda ,Noia,9786558642992,Poesia,Brasil,"Livro em papel, impresso industrialmente",Vlado Lima,Masculino,de 50 a 60 anos,Brasil,Brasileira,Não,Graduação,false,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-162,Editora,Eduardo Lacerda ,Concha vazia,9786558640905,Poesia,Brasil,"Livro em papel, impresso industrialmente",Sophie Nadas,Feminino,de 20 a 30 anos,Brasil,Brasileira,Não,Graduação,true,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-163,Editora,Eduardo Lacerda ,Amanhã vai ser pior,9786558642084,Romance,Brasil,"Livro em papel, impresso industrialmente",Marcelo Conde,Masculino,de 40 a 50 anos,Espanha,Brasileira,Não,Pós-graduação,false,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200040-164,Editora,Eduardo Lacerda ,Etelvina,9786558642077,Romance,Brasil,"Livro em papel, impresso industrialmente",Marcilio Godoi,Masculino,de 50 a 60 anos,Brasil,Brasileira,,Graduação,false,,Patuá,Brasil,-,2010,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.editorapatua.com.br,Não,,,BR,Não,Não,Não
2022,202200052-001,Autor,Luiza Guerra Costa Camisassa,coração à larga,9786589032106,Poesia,Brasil,"Livro em papel, impresso industrialmente",Luiza Camisassa,Feminino,de 30 a 40 anos,Brasil,Brasileira,Não,Pós-graduação,true,,Crivo,Brasil,-,,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil, Técnico-científico","Em livraria, por meio de distribuidor, Venda direta por meio digital",Pré-definida para cada livro,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,https://crivo-editorial.lojaintegrada.com.br/,Não,Crivo Editorial,2021,BR,Não,Não,Não
2022,202200237-001,Editora,Elza Maria Gonçalves da Silveira,La Chica Zombie,9786586729252,Poesia,Brasil,"Livro em papel, impresso industrialmente",Gabriela Albuquerque,Feminino,de 20 a 30 anos,Argentina,Brasileira,Não Informado,Não sei / prefiro não informar,true,,Impressões de Minas,Brasil,-,2012,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, por meio de distribuidor, Em livraria, com distribuição própria, Venda direta por meio físico, Venda direta por meio digital",Pré-definida para cada livro,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.impressoesdeminas.com.br,Não,Impressões de Minas,2021,BR,Não,Não,Não
2022,202200237-002,Editora,Elza Maria Gonçalves da Silveira,Areia para engrenagens,9786586729214,Poesia,Brasil,"Livro em papel, impresso industrialmente",Allan Jonnes,Masculino,de 30 a 40 anos,Brasil,Brasileira,Não Informado,Não sei / prefiro não informar,false,,Impressões de Minas,Brasil,-,2012,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, por meio de distribuidor, Em livraria, com distribuição própria, Venda direta por meio físico, Venda direta por meio digital",Pré-definida para cada livro,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.impressoesdeminas.com.br,Não,Impressões de Minas,2021,BR,Não,Não,Não
2022,202200237-003,Editora,Elza Maria Gonçalves da Silveira,Abaixo da luz do sol,9786586729276,Poesia,Brasil,"Livro em papel, impresso industrialmente",Jazz Orimaua,Prefiro não informar,de 20 a 30 anos,Brasil,Brasileira,Não Informado,Não sei / prefiro não informar,true,,Impressões de Minas,Brasil,-,2012,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, por meio de distribuidor, Em livraria, com distribuição própria, Venda direta por meio físico, Venda direta por meio digital",Pré-definida para cada livro,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.impressoesdeminas.com.br,Não,Impressões de Minas,2021,BR,Não,Não,Não
2022,202200237-004,Editora,Elza Maria Gonçalves da Silveira,"A filha, a flor, o cais",9786586729207,Poesia,Brasil,"Livro em papel, impresso industrialmente",Ana Luiza Drummond,Feminino,de 30 a 40 anos,Brasil,Brasileira,Não Informado,Não sei / prefiro não informar,true,,Impressões de Minas,Brasil,-,2012,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, por meio de distribuidor, Em livraria, com distribuição própria, Venda direta por meio físico, Venda direta por meio digital",Pré-definida para cada livro,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.impressoesdeminas.com.br,Não,Impressões de Minas,2021,BR,Não,Não,Não
2022,202200237-005,Editora,Elza Maria Gonçalves da Silveira,A mão é uma pista de voo,9786586729177,Poesia,Brasil,"Livro em papel, impresso industrialmente",Ana Paula Dacota,Feminino,de 40 a 50 anos,Brasil,Brasileira,Não Informado,Não sei / prefiro não informar,false,,Impressões de Minas,Brasil,-,2012,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, por meio de distribuidor, Em livraria, com distribuição própria, Venda direta por meio físico, Venda direta por meio digital",Pré-definida para cada livro,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.impressoesdeminas.com.br,Não,Impressões de Minas,2021,BR,Não,Não,Não
2022,202200237-006,Editora,Elza Maria Gonçalves da Silveira,A casa onde eu,9786586729269,Romance,Brasil,"Livro em papel, impresso industrialmente",Ludmila Benquerer,Feminino,de 30 a 40 anos,Brasil,Brasileira,Não Informado,Não sei / prefiro não informar,true,,Impressões de Minas,Brasil,-,2012,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, por meio de distribuidor, Em livraria, com distribuição própria, Venda direta por meio físico, Venda direta por meio digital",Pré-definida para cada livro,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.impressoesdeminas.com.br,Não,Impressões de Minas,2021,BR,Não,Não,Não
2022,202200237-007,Editora,Elza Maria Gonçalves da Silveira,A região abissal do mar,9786586729283,Romance,Brasil,"Livro em papel, impresso industrialmente",Barbara Buzatti,Feminino,de 30 a 40 anos,Brasil,Brasileira,Não Informado,Não sei / prefiro não informar,true,,Impressões de Minas,Brasil,-,2012,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, por meio de distribuidor, Em livraria, com distribuição própria, Venda direta por meio físico, Venda direta por meio digital",Pré-definida para cada livro,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.impressoesdeminas.com.br,Não,Impressões de Minas,2021,BR,Não,Não,Não
2022,202200237-008,Editora,Elza Maria Gonçalves da Silveira,O rio dos vestidos amarelos,9786586729191,Romance,Brasil,"Livro em papel, impresso industrialmente",Marcus Freitas,Masculino,de 60 a 70 anos,Brasil,Brasileira,Não Informado,Não sei / prefiro não informar,false,,Impressões de Minas,Brasil,-,2012,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, por meio de distribuidor, Em livraria, com distribuição própria, Venda direta por meio físico, Venda direta por meio digital",Pré-definida para cada livro,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.impressoesdeminas.com.br,Não,Impressões de Minas,2021,BR,Não,Não,Não
2022,202200237-009,Editora,Elza Maria Gonçalves da Silveira,1929,9786586729078,Crônica,Brasil,"Livro em papel, impresso industrialmente",Rafael Fava Beluzio,Masculino,de 30 a 40 anos,Brasil,Brasileira,Não Informado,Não sei / prefiro não informar,false,,Impressões de Minas,Brasil,-,2012,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, por meio de distribuidor, Em livraria, com distribuição própria, Venda direta por meio físico, Venda direta por meio digital",Pré-definida para cada livro,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.impressoesdeminas.com.br,Não,Impressões de Minas,2021,BR,Não,Não,Não
2022,202200237-010,Editora,Elza Maria Gonçalves da Silveira,Meu livro vermelho,9786586729221,Poesia,Brasil,"Livro em papel, impresso industrialmente",Otto,Masculino,de 50 a 60 anos,Brasil,Brasileira,Não Informado,Não sei / prefiro não informar,true,,Impressões de Minas,Brasil,-,2012,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, por meio de distribuidor, Em livraria, com distribuição própria, Venda direta por meio físico, Venda direta por meio digital",Pré-definida para cada livro,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.impressoesdeminas.com.br,Não,Impressões de Minas,2021,BR,Não,Não,Não
2022,202200387-001,Editora,Gabriel Morais Medeiros,Fantasma voyeur,9786588777053,Conto,Brasil,"Livro em papel, impresso industrialmente",Arthur Araujo,Masculino,de 20 a 30 anos,Brasil,Brasileira,Não,Graduação,true,,Ofícios Terrestres,Brasil,-,2022,"Literatura, Ensaio / Humanidades","Em livraria, por meio de distribuidor, Em livraria, com distribuição própria, Venda direta por meio físico, Venda direta por meio digital",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.oficiosterrestres.com.br,Não,Ofícios Terrestres Edições (publicação no Brasil),2021,BR,Não,Não,Não
2022,202200387-002,Editora,Gabriel Morais Medeiros,NO OLHO DA MATA VIRGEM,9786588777046,Poesia,Brasil,"Livro em papel, impresso industrialmente",Jhenifer Silva,Feminino,de 30 a 40 anos,Brasil,Brasileira,Sim,Pós-graduação,true,,Ofícios Terrestres,Brasil,-,2022,"Literatura, Ensaio / Humanidades","Em livraria, por meio de distribuidor, Em livraria, com distribuição própria, Venda direta por meio físico, Venda direta por meio digital",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,www.oficiosterrestres.com.br,Não,Ofícios Terrestres Edições (publicação no Brasil),2021,BR,Não,Não,Não
2022,202200423-001,Editora,Natália Cristina Aniceto Ramos,Dicionário de Palavras Subterrâneas,9786586721676,Conto,Brasil,"Livro em papel, impresso industrialmente",Camila Prando,Feminino,de 40 a 50 anos,Brasil,Brasileira,Não,Pós-graduação,true,,Avá,Brasil,-,2018,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, por meio de distribuidor, Venda direta por meio físico, Venda direta por meio digital",Ambas,"Recursos próprios, Financiamento coletivo, Subsídio / Patrocínio, Leis de incentivo",Múltiplas fontes de financiamento,https://avaeditora.com.b,Não,Avá editora,2021,BR,Não,Não,Não
